Exp or Imp,Year,Commodity,Unit,Quantity-Year,Value-Year,Quantity-Jan,Value-Jan,Quantity-Feb,Value-Feb,Quantity-Mar,Value-Mar,Quantity-Apr,Value-Apr,Quantity-May,Value-May,Quantity-Jun,Value-Jun,Quantity-Jul,Value-Jul,Quantity-Aug,Value-Aug,Quantity-Sep,Value-Sep,Quantity-Oct,Value-Oct,Quantity-Nov,Value-Nov,Quantity-Dec,Value-Dec
2,2023,'2150513 ',MT,6801,412945,3616,216472,3185,196473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'2150517 ',MT,5122,18210495,2782,9412979,2340,8797516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'2150519 ',MT,49776,8840567,28420,5764777,21356,3075790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'2150521 ',MT,7,11145,0,0,7,11145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'2150523 ',MT,12007,894180,5010,295217,6997,598963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'21507   ',MT,80139,53280321,44098,28480025,36041,24800296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'2150701 ',MT,19409,5056618,11628,3091007,7781,1965611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'2150703 ',MT,22166,22316173,11821,11724484,10345,10591689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'2150705 ',MT,4941,4398115,2972,2641460,1969,1756655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'2150707 ',MT,18455,4984298,10096,2641483,8359,2342815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'217     ',  ,0,51208500,0,26615399,0,24593101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'21701   ',MT,15996,11940208,8712,6713550,7284,5226658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'2170103 ',MT,3366,5008124,1929,3093729,1437,1914395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'21703   ',  ,0,39235896,0,19882182,0,19353714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'2170301 ',MT,1991,5270615,1127,2316158,864,2954457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'2170303 ',MT,135,67262,39,13636,96,53626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'3       ',  ,0,5577267984,0,3000308180,0,2576959804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'301     ',MT,30955332,1415180415,16366510,759946946,14588822,655233469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'30101   ',MT,30842141,1408724976,16308666,756478129,14533475,652246847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'3010101 ',MT,559239,26811060,446866,22785241,112373,4025819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'3010103 ',MT,10111378,410070716,5181829,209135320,4929549,200935396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'30101031',MT,3659744,139541094,1897951,71217995,1761793,68323099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'30101032',MT,6451634,270529622,3283878,137917325,3167756,132612297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'3010105 ',MT,20171524,971843200,10679971,524557568,9491553,447285632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'303     ',  ,0,2355602668,0,1274667414,0,1080935254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'30301   ',KL,26215704,1904849302,13757067,1008886225,12458637,895963077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'30303   ',  ,0,450751493,0,265779316,0,184972177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'3030301 ',KL,4356355,279367502,2550585,163932154,1805770,115435348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'3030303 ',KL,965030,94747229,584767,57334618,380263,37412611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'3030305 ',KL,49541,4362017,25245,2477401,24296,1884616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'3030307 ',KL,304116,27202039,212877,18656977,91239,8545062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'3030309 ',KG,98884332,19200192,40517546,8353675,58366786,10846517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'3030311 ',MT,587057,18348035,365165,11565728,221892,6782307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'305     ',MT,15202615,1806484901,7919160,965693820,7283455,840791081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'30501   ',MT,15202615,1806484901,7919160,965693820,7283455,840791081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'3050101 ',MT,1977556,171547179,1095665,92132469,881891,79414710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'3050103 ',MT,13225059,1634928207,6823495,873561007,6401564,761367200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'4       ',MT,221316,50183773,109461,25040925,111855,25142848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'401     ',MT,10920,4104258,5797,2115723,5123,1988535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'40101   ',MT,15,4654,15,4654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'403     ',MT,177470,35217555,87951,17506151,89519,17711404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'40303   ',MT,127843,19205104,64097,9773659,63746,9431445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'40305   ',MT,106,40063,0,0,106,40063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'405     ',MT,32925,10861960,15712,5419051,17213,5442909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'40501   ',MT,590,720881,296,392977,294,327904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'5       ',  ,0,1947044382,0,964127963,0,982916419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'501     ',  ,0,565891258,0,303392167,0,262499091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'50101   ',  ,0,327459819,0,173831168,0,153628651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'50103   ',MT,590532,228014377,308458,124989845,282074,103024532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'50105   ',GR,1109126,2192629,618238,1168944,490888,1023685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'503     ',MT,27264,2244115,11855,1012565,15409,1231550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'50301   ',MT,4415,365969,4415,365969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'505     ',KG,28131697,29742173,16456164,16052215,11675533,13689958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'50501   ',KG,5770664,10152466,3358578,5484731,2412086,4667735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'5050101 ',KG,190948,340116,117171,210420,73777,129696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'5050103 ',KG,411055,782571,284982,522296,126073,260275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'5050105 ',KG,194189,266625,131604,165884,62585,100741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'50503   ',KG,322674,337294,182400,199643,140274,137651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'5050301 ',KG,94650,24708,50350,12201,44300,12507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'50505   ',KG,10157501,9963148,5724735,5082931,4432766,4880217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'507     ',KG,17539625,829389595,9669902,372104437,7869723,457285158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'50701   ',KG,3098318,4664255,1677472,2605081,1420846,2059174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'50703   ',GR,252802000,5118453,154176000,3263994,98626000,1854459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'50705   ',KG,2421,5529464,1675,1974595,746,3554869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'50707   ',KG,636975,11519178,347658,5979328,289317,5539850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'509     ',MT,91671,95054112,48253,48107818,43418,46946294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'50901   ',MT,751,3068587,383,1384583,368,1684004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'50903   ',MT,2598,8924700,1260,4456848,1338,4467852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'511     ',MT,279523,29746322,146766,15081649,132757,14664673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'51101   ',MT,76707,9121023,44318,5455938,32389,3665085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'5110101 ',MT,47593,5953621,41619,5114124,5974,839497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'5110103 ',MT,11804,1589348,2199,302167,9605,1287181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'513     ',MT,649,2411307,407,1128640,242,1282667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'515     ',MT,589029,217498254,302143,113986548,286886,103511706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'51501   ',MT,3699,3926248,2093,2001005,1606,1925243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'51503   ',MT,15934,7968057,8898,4403055,7036,3565002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'51505   ',MT,73132,18705084,39826,10095164,33306,8609920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'51507   ',MT,4993,1795262,2761,1015029,2232,780233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'51509   ',MT,179338,60086249,91151,30949117,88187,29137132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'517     ',MT,320351,175067246,180430,93261924,139921,81805322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'51701   ',MT,18799,13480696,10514,7775346,8285,5705350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'51703   ',MT,27700,2140387,14869,1188095,12831,952292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'51705   ',MT,1041,1934152,446,842543,595,1091609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'51707   ',MT,2870,656386,2185,504227,685,152159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'51709   ',MT,19971,11660697,10395,6320738,9576,5339959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'51711   ',MT,3527,17834761,1772,8601905,1755,9232856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'6       ',  ,0,1439630125,0,794177109,0,645453016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'601     ',KG,1054859,4582992,512801,2384748,542058,2198244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'60101   ',KG,27965,93134,17578,46222,10387,46912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'603     ',MT,77346,58436618,40981,31232657,36365,27203961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'60301   ',MT,6815,7287000,3771,3959528,3044,3327472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'605     ',  ,0,146100135,0,78878085,0,67222050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'60501   ',  ,0,28783614,0,16272550,0,12511064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'6050101 ',  ,0,28769754,0,16260214,0,12509540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'60503   ',MT,1891900,56952467,976423,29997115,915477,26955352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'6050301 ',MT,1822556,49861898,934954,25722213,887602,24139685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'60505   ',KG,130425541,33495717,64689143,17219442,65736398,16276275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'607     ',MT,245721,61746721,132741,34656596,112980,27090125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'60701   ',MT,167079,30075427,86642,15862758,80437,14212669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'609     ',  ,0,176495326,0,101845782,0,74649544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'60901   ',KG,39487588,22324483,21846711,12791894,17640877,9532589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'6090101 ',KG,98103,788412,71103,558803,27000,229609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'6090103 ',KG,5867419,4074296,3136820,2236871,2730599,1837425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'6090105 ',KG,30308858,13413384,16914107,7685719,13394751,5727665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'60903   ',SM,27319806,3930496,16099482,2239543,11220324,1690953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'6090301 ',SM,27319806,3930496,16099482,2239543,11220324,1690953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'60905   ',SM,1681740,2346601,746848,1009395,934892,1337206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'6090501 ',SM,1659159,2272177,734413,973247,924746,1298930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'60907   ',SM,874192,606625,486275,382085,387917,224540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'60909   ',KG,10506727,8766170,5648841,4803843,4857886,3962327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'60911   ',KG,1208262,1938201,727234,1168914,481028,769287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'60913   ',MT,14854,10904461,8928,6113902,5926,4790559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'60915   ',KG,2436224,2485337,1169215,1306470,1267009,1178867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'611     ',  ,0,122635486,0,68878394,0,53757092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61101   ',  ,0,41693916,0,23501379,0,18192537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61103   ',GR,44370,15505717,23818,8592812,20552,6912905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61105   ',KG,94518,4277631,31678,2037658,62840,2239973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'613     ',MT,1175459,218349740,609536,117133737,565923,101216003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61301   ',MT,2699,259775,297,25137,2402,234638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61303   ',MT,251019,65606075,143883,37341653,107136,28264422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61305   ',MT,139063,22607448,83353,13089662,55710,9517786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61307   ',MT,669365,91029608,318248,44783875,351117,46245733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61309   ',MT,40170,24986515,23062,14613513,17108,10373002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'615     ',MT,445166,410973935,246638,217779971,198528,193193964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61501   ',KG,239955,167020903,144650,84750546,95305,82270357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'6150101 ',KG,17243,151568770,8379,74977774,8864,76590996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61501011',GR,7604973,32487014,3736011,16417444,3868962,16069570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61501012',KG,6840,50548805,3159,24270566,3681,26278239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61501013',GR,1068687,56300226,505289,27931169,563398,28369057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'6150103 ',KG,222712,15452133,136271,9772772,86441,5679361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61501031',KG,212559,15261365,132351,9703488,80208,5557877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61503   ',MT,16669,26714045,9557,15218599,7112,11495446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61505   ',MT,8650,32832148,4362,16258675,4288,16573473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61507   ',MT,390320,141449354,217432,78225619,172888,63223735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61509   ',MT,4484,1441691,2130,685844,2354,755847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61511   ',MT,3012,1451691,2114,1002392,898,449299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61513   ',MT,3250,10808151,1591,5197119,1659,5611032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61515   ',MT,1533,9522989,905,5833424,628,3689565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'617     ',  ,0,240309172,0,141387139,0,98922033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61701   ',MT,146725,42308782,82018,23746196,64707,18562586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61703   ',MT,46080,21792932,29091,13181786,16989,8611146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61705   ',KG,10667374,27645586,6733893,15447600,3933481,12197986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61707   ',  ,0,7097534,0,4606994,0,2490540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'61709   ',KG,19186935,19551260,12409471,12695112,6777464,6856148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7       ',  ,0,4984774517,0,2743886931,0,2240887586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'701     ',  ,0,1487513830,0,812006926,0,675506904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'70101   ',MT,64935,230538601,32323,122855730,32612,107682871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7010101 ',KG,4894293,5995012,1243201,2061837,3651092,3933175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7010103 ',KG,1464476,2894759,956640,1463726,507836,1431033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7010105 ',KG,571980,127260961,301649,70532703,270331,56728258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7010107 ',KG,45440336,69620743,22767729,34633089,22672607,34987654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7010109 ',KG,755509,10029846,503937,5772993,251572,4256853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'70103   ',  ,0,17524318,0,7698758,0,9825560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7010301 ',NO,365,3891010,125,1382100,240,2508910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'70105   ',  ,0,547747789,0,311291963,0,236455826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7010505 ',NO,14186186,445509986,8700184,253682186,5486002,191827800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7010507 ',KG,15414598,86188689,8933260,47995791,6481338,38192898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'70107   ',  ,0,34094393,0,19380206,0,14714187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7010701 ',NO,14057,14456217,9963,8568114,4094,5888103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'70107011',NO,1190,4428378,945,3144750,245,1283628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'70107012',NO,1227,82112,407,49363,820,32749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'70107013',NO,37,118804,20,92145,17,26659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'70107014',NO,1565,2522973,1295,1215758,270,1307215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7010703 ',NO,837,964730,521,230016,316,734714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7010707 ',KG,1477434,1748866,783323,879727,694111,869139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'70109   ',  ,0,15130321,0,8835635,0,6294686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7010901 ',NO,2807,162402,2385,104135,422,58267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'70110   ',MT,1310,3523740,933,2306307,377,1217433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'70111   ',  ,0,4011287,0,1883724,0,2127563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7011101 ',  ,0,2575723,0,1162338,0,1413385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'70115   ',MT,750,3419572,416,1729429,334,1690143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'70117   ',MT,133250,57639537,73575,31249269,59675,26390268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'70119   ',  ,0,92781098,0,49699754,0,43081344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7011901 ',  ,0,48658795,0,25118037,0,23540758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'70121   ',  ,0,131945275,0,69602911,0,62342364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7012101 ',KG,11925150,34025839,6706552,17915100,5218598,16110739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7012103 ',NO,2052243,19205026,1037834,9579210,1014409,9625816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7012105 ',KG,300389,1688717,158143,714079,142246,974638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'70123   ',KG,41833361,31935741,26448400,18474274,15384961,13461467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7012301 ',KG,10476646,14365127,6452053,8047577,4024593,6317550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'70125   ',KG,2692167,9607825,1451005,5041339,1241162,4566486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'70127   ',KG,15039728,56149260,8515343,29829721,6524385,26319539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'70131   ',KG,4272979,81571841,2226268,37717392,2046711,43854449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,'7013101 ',KG,670041,38017309,341165,14851196,328876,23166113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
